,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Id
804,0,0,1,2,0,4,3,812.0,0.0,3,6,0.0,0.0,4,124.0,1,2,4,0,4,3,13,14,1,3,0,1,1,2,1.0,5,3,5,1,1128,0,1,4,2,1,3,3,0,9000,4,75.0,3,0,0,3,0.0,2,1,0,5,12,0,4,4,2,0,1,1,3,8,0,936.0,0,1954,1954,2006,805
805,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1417.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1428,0,1,0,2,1,0,3,0,12274,2,91.0,0,0,0,3,256.0,3,1,0,6,21,60,4,6,2,0,1,1,5,6,0,1417.0,0,2008,2008,2008,806
806,0,0,1,3,0,4,0,400.0,480.0,0,5,0.0,0.0,4,100.0,1,2,4,0,4,3,12,13,4,3,0,2,2,6,1.0,5,0,5,1,980,0,1,2,7,1,3,3,0,9750,4,75.0,3,0,8,3,0.0,2,1,0,9,12,0,4,4,2,0,1,1,4,8,0,980.0,68,1967,1967,2006,807
807,504,0,1,3,0,4,1,1309.0,0.0,2,6,2.0,0.0,4,15.0,1,2,4,0,4,3,13,14,4,5,1,1,1,6,2.0,5,2,5,1,1576,1,1,0,5,1,2,3,0,21384,4,144.0,3,0,6,3,0.0,2,1,0,4,3,312,5,4,2,0,1,1,4,8,0,1324.0,0,1923,2004,2009,808
808,0,0,1,3,0,4,0,516.0,128.0,0,1,1.0,0.0,4,380.0,1,2,4,0,4,3,12,13,1,2,1,1,1,6,2.0,5,2,5,1,1086,0,1,4,7,1,3,3,0,13400,4,85.0,3,0,8,3,1047.0,1,1,0,5,12,0,4,4,2,0,1,1,4,8,0,1024.0,0,1966,1966,2006,809
809,1063,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,849.0,0,2,0,0,4,3,0,0,2,3,0,2,2,6,2.0,4,3,1,5,2138,0,1,4,4,3,3,3,0,8100,0,90.0,3,0,7,4,0.0,2,1,0,10,17,156,4,4,0,0,1,3,4,8,0,849.0,40,1898,1965,2009,810
810,0,0,1,3,0,4,3,663.0,377.0,0,3,1.0,0.0,4,0.0,1,2,4,0,4,3,6,6,0,1,1,1,1,6,2.0,5,2,5,1,1309,1,1,1,2,1,2,3,0,10140,4,78.0,3,0,0,3,99.0,1,1,0,0,14,0,5,5,2,648,1,3,4,8,0,1040.0,265,1974,1999,2006,811
811,0,0,1,1,4,4,1,662.0,0.0,2,6,1.0,0.0,2,186.0,1,2,4,0,4,2,12,13,4,2,1,2,1,6,2.0,5,0,5,1,848,0,1,0,2,1,2,3,0,4438,4,70.0,3,0,11,4,169.0,1,1,0,5,5,0,4,5,2,0,1,1,4,3,0,848.0,140,2004,2004,2008,812
812,0,0,1,2,0,4,0,0.0,0.0,6,6,0.0,0.0,4,540.0,0,2,0,0,4,1,13,14,4,3,0,1,1,6,2.0,5,3,5,2,1044,0,1,4,2,1,1,0,1,8712,4,66.0,3,0,0,0,0.0,2,3,54,5,9,0,4,4,0,0,1,3,2,8,0,540.0,0,1952,1952,2010,813
813,0,0,1,4,0,4,3,608.0,0.0,5,6,0.0,0.0,4,834.0,1,2,4,275,4,3,8,8,4,3,0,1,1,6,1.0,5,2,5,1,1442,1,1,2,2,1,3,3,0,9750,4,75.0,3,0,0,3,243.0,1,3,500,3,12,0,5,5,2,0,1,1,4,0,0,1442.0,0,1958,1958,2007,814
814,564,0,0,3,0,4,3,0.0,0.0,6,6,0.0,1.0,4,686.0,1,2,4,96,4,3,11,12,4,3,0,0,1,6,1.0,5,3,5,5,1250,1,2,2,0,1,1,3,0,8248,4,45.0,3,0,4,3,0.0,2,1,0,6,7,0,6,4,1,0,1,1,4,8,0,686.0,207,1918,1950,2006,815
815,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1649.0,1,2,4,0,4,3,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1661,0,1,0,2,1,2,3,0,12137,1,48.0,1,0,0,3,442.0,1,1,0,4,5,34,4,6,2,0,1,1,4,8,0,1649.0,0,1998,1998,2010,816
816,0,0,1,2,0,4,3,486.0,0.0,1,6,0.0,0.0,4,522.0,1,2,4,120,4,3,3,3,4,2,1,1,1,6,1.0,5,2,5,1,1008,0,1,2,2,1,3,3,0,11425,0,73.0,0,0,0,3,0.0,2,1,0,6,12,0,5,4,2,0,1,1,4,8,0,1008.0,0,1954,1954,2006,817
817,0,0,1,3,0,4,3,1218.0,0.0,2,6,1.0,0.0,2,350.0,1,2,4,0,4,2,5,5,4,2,2,2,2,6,3.0,5,2,5,1,1689,0,1,0,2,1,2,3,0,13265,1,73.0,0,0,0,3,148.0,1,1,0,6,11,59,4,7,2,0,1,3,4,8,0,1568.0,150,2002,2002,2008,818
818,0,0,1,3,0,4,0,504.0,0.0,2,6,1.0,0.0,4,506.0,1,2,4,0,4,3,6,6,2,3,0,1,1,6,2.0,5,3,5,1,1052,0,1,2,7,1,3,3,0,8816,4,80.0,3,0,8,3,80.0,1,1,0,5,4,0,6,5,2,0,1,1,4,8,0,1010.0,0,1971,1971,2010,819
819,0,0,1,2,4,4,2,733.0,0.0,2,6,1.0,0.0,2,625.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1358,0,1,0,2,1,2,3,0,6371,4,44.0,0,0,11,3,128.0,3,1,0,5,16,35,4,6,2,0,1,1,5,6,0,1358.0,192,2009,2010,2010,820
820,842,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,798.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1640,1,1,0,5,1,2,3,0,7226,1,72.0,0,0,5,3,0.0,2,1,0,5,5,45,4,6,2,0,1,1,4,8,0,798.0,0,2003,2003,2008,821
821,0,0,2,2,1,4,3,0.0,0.0,6,6,0.0,0.0,1,936.0,0,2,4,112,4,1,8,8,4,3,0,1,1,3,2.0,5,3,5,5,936,0,1,4,2,1,3,0,1,6000,4,60.0,3,0,0,4,0.0,2,1,0,1,17,32,3,3,2,0,1,1,4,8,0,936.0,0,1953,1953,2009,822
822,886,0,1,3,0,4,1,0.0,0.0,6,6,0.0,0.0,2,847.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,0,5,3,1733,1,1,0,5,1,2,3,0,12394,0,65.0,0,0,5,3,0.0,2,1,0,9,8,48,4,6,2,0,1,1,3,8,0,847.0,100,2003,2003,2007,823
823,545,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,778.0,1,2,4,0,4,3,12,13,1,2,1,0,2,6,1.0,5,3,5,5,1489,0,1,4,0,1,3,3,0,9900,4,60.0,3,0,4,3,0.0,2,1,0,6,18,0,6,5,2,0,1,1,4,8,0,778.0,335,1940,1950,2009,824
824,0,0,1,3,0,1,3,0.0,0.0,6,6,0.0,0.0,2,1489.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1489,0,1,0,2,1,2,3,0,11216,4,81.0,3,0,0,1,0.0,2,1,0,5,21,140,4,7,2,0,1,1,5,6,0,1489.0,0,2006,2006,2006,825
825,0,0,1,2,0,4,0,1636.0,0.0,2,6,1.0,0.0,0,442.0,1,4,4,0,4,0,5,5,4,2,1,2,2,6,3.0,5,0,5,1,2084,0,1,0,2,1,0,3,0,14803,4,114.0,3,0,0,3,816.0,1,1,0,5,16,45,4,9,2,0,1,3,5,6,0,2078.0,188,2007,2008,2008,826
826,0,0,1,2,0,4,3,784.0,0.0,0,6,1.0,0.0,4,0.0,1,2,4,116,4,3,8,8,4,3,0,0,1,6,0.0,3,1,3,6,784,0,1,2,1,1,2,3,0,6130,4,50.0,3,0,3,4,0.0,2,1,0,4,3,0,5,4,2,0,1,1,4,8,0,784.0,0,1924,1950,2008,827
827,0,0,1,3,0,4,3,20.0,0.0,2,6,0.0,0.0,2,1434.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,2,5,1,1434,0,1,0,2,1,2,3,0,8529,4,65.0,0,0,0,3,0.0,2,1,0,3,20,39,4,6,2,0,1,1,4,8,0,1454.0,290,2001,2001,2009,828
828,966,0,1,3,0,1,1,249.0,764.0,3,0,0.0,1.0,4,0.0,1,2,4,0,4,3,9,10,4,3,0,2,2,3,2.0,5,0,5,1,2126,1,1,4,5,1,3,2,2,28698,1,80.0,1,0,5,3,0.0,2,1,0,5,4,0,4,4,2,0,5,0,0,8,225,1013.0,486,1967,1967,2009,829
829,623,0,2,2,3,4,3,0.0,0.0,6,6,0.0,0.0,2,600.0,1,2,4,0,4,2,8,8,4,3,0,2,2,6,2.0,5,2,5,5,1223,1,1,0,5,1,2,3,0,2544,4,24.0,3,80,12,1,0.0,2,1,0,6,21,166,4,6,2,0,1,1,4,8,0,600.0,0,2005,2005,2006,830
830,0,0,1,3,0,4,3,1040.0,0.0,5,6,1.0,0.0,4,352.0,1,2,0,0,4,3,6,6,4,2,2,1,1,6,2.0,5,2,5,1,1392,1,1,4,2,1,3,3,0,11900,0,80.0,0,0,0,3,387.0,1,1,0,5,12,0,4,5,2,0,1,1,4,8,192,1392.0,0,1957,1957,2008,831
831,600,0,2,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,600.0,1,2,4,0,4,3,8,8,4,3,0,2,2,6,2.0,5,2,5,5,1200,1,1,0,5,1,2,3,0,3180,4,30.0,3,80,12,1,0.0,2,1,0,5,21,166,4,6,2,0,1,1,4,8,0,600.0,0,2005,2005,2006,832
832,888,0,1,3,0,4,3,483.0,0.0,2,6,1.0,0.0,2,458.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,2,5,1,1829,1,1,0,5,1,2,3,0,9548,1,44.0,0,0,5,3,223.0,1,1,0,0,5,39,5,6,2,0,1,1,4,8,0,941.0,192,2003,2003,2010,833
833,0,0,1,3,0,4,3,196.0,345.0,5,1,0.0,0.0,4,975.0,1,2,4,0,4,3,6,10,4,3,0,1,1,6,2.0,5,2,5,1,1516,1,1,4,2,1,3,3,0,10004,4,100.0,3,0,0,3,180.0,1,1,0,1,12,0,5,5,2,0,1,1,4,8,152,1516.0,0,1964,1964,2009,834
834,0,0,1,3,0,4,3,572.0,0.0,5,6,1.0,0.0,4,572.0,1,2,4,0,4,3,12,13,1,3,0,1,1,6,2.0,5,3,5,1,1144,0,1,2,2,1,3,3,0,7875,4,75.0,3,0,0,3,136.0,1,1,0,8,12,0,5,4,2,0,1,1,4,8,0,1144.0,0,1961,1961,2008,835
835,0,0,1,2,0,4,3,442.0,0.0,1,6,0.0,0.0,2,625.0,1,2,4,0,4,3,12,6,4,3,0,1,2,3,2.0,5,3,5,1,1067,0,1,4,2,1,2,3,0,9600,4,60.0,3,0,0,3,0.0,2,1,0,1,19,0,6,3,2,0,1,1,4,8,0,1067.0,290,1950,1995,2010,836
836,0,0,2,2,0,4,3,338.0,0.0,5,6,1.0,0.0,4,1221.0,1,2,4,230,4,3,12,13,1,3,0,0,1,3,2.0,5,3,5,5,1559,0,1,2,2,1,3,3,0,8100,4,90.0,3,0,1,4,0.0,2,1,0,5,17,116,5,4,2,0,1,1,4,0,0,1559.0,0,1948,1973,2007,837
837,504,0,1,2,3,4,3,330.0,0.0,1,6,1.0,0.0,4,153.0,1,2,4,0,4,3,6,6,4,3,0,1,1,6,1.0,5,3,5,5,987,1,1,4,5,1,3,3,0,1680,4,21.0,3,0,12,4,158.0,1,1,0,10,2,0,4,5,2,0,1,1,4,8,0,483.0,0,1973,1973,2008,838
838,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1099.0,1,2,4,0,4,3,12,13,4,3,0,2,1,6,1.0,5,3,5,1,1099,1,1,0,2,1,2,3,0,9525,4,75.0,3,0,0,3,0.0,2,1,0,5,5,0,5,4,2,0,1,1,4,8,0,1099.0,278,1995,2006,2008,839
839,432,0,1,3,0,4,3,352.0,0.0,1,6,0.0,0.0,4,416.0,1,2,4,0,4,3,8,8,4,3,0,1,1,6,1.0,5,3,5,5,1200,0,1,0,0,1,3,3,0,11767,4,70.0,3,0,4,3,0.0,2,1,0,4,7,0,5,4,2,0,1,1,4,8,0,768.0,0,1946,1995,2008,840
840,672,0,1,4,0,4,3,156.0,0.0,1,6,0.0,0.0,4,516.0,0,2,4,254,4,3,13,14,4,3,0,0,2,6,1.0,5,3,5,5,1482,0,1,4,5,1,1,3,0,12155,4,60.0,0,0,6,2,0.0,2,1,0,2,18,0,7,5,1,0,1,1,4,8,0,672.0,0,1925,1950,2008,841
841,581,0,0,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,650.0,1,2,4,68,4,3,8,8,4,4,1,2,2,6,2.0,5,3,2,5,1539,0,1,2,5,1,2,3,0,10440,4,60.0,3,0,6,4,0.0,2,1,0,5,17,78,7,4,1,0,1,1,4,8,0,650.0,70,1904,2002,2008,842
842,0,0,1,3,0,4,1,312.0,539.0,5,0,1.0,0.0,4,276.0,1,2,4,0,4,3,6,6,0,3,0,1,1,6,2.0,2,2,2,1,1165,1,1,4,7,1,3,3,0,9020,4,82.0,3,0,8,3,183.0,1,1,0,4,12,129,6,5,2,0,1,1,4,8,0,1127.0,0,1966,1966,2008,843
843,0,0,1,6,2,4,3,0.0,0.0,6,6,0.0,0.0,4,1800.0,0,0,4,0,4,3,3,3,4,3,0,1,2,6,0.0,3,1,3,6,1800,0,1,0,2,2,3,3,0,8000,0,80.0,3,0,10,3,0.0,2,1,0,6,12,0,3,4,2,0,1,1,4,8,0,1800.0,0,1961,1961,2007,844
844,540,0,0,4,0,4,2,0.0,0.0,6,6,0.0,0.0,4,876.0,1,0,4,194,4,3,13,14,4,2,1,0,1,6,3.0,5,3,5,5,1416,1,1,2,0,1,3,3,0,12665,4,100.0,0,0,4,4,0.0,2,1,0,5,17,0,7,4,2,0,1,1,4,8,0,876.0,418,1915,1950,2008,845
845,0,0,1,3,0,4,1,1390.0,0.0,0,6,1.0,0.0,2,0.0,1,5,4,0,4,3,6,6,4,5,2,1,2,3,2.0,5,0,5,2,1701,0,1,4,6,1,3,3,0,16647,1,71.0,0,0,9,3,0.0,2,1,0,0,19,0,4,4,2,0,1,1,4,8,0,1390.0,0,1975,1981,2007,846
846,769,0,1,3,0,4,3,513.0,0.0,0,6,1.0,0.0,2,227.0,1,2,4,192,4,2,6,6,4,5,1,2,2,6,2.0,5,3,5,1,1775,1,1,0,5,1,2,3,0,9317,4,75.0,3,0,5,3,137.0,1,1,0,6,20,72,4,6,2,0,1,1,4,8,0,740.0,234,1993,1993,2009,847
847,0,0,1,3,0,4,0,460.0,0.0,1,6,1.0,0.0,4,404.0,1,2,4,0,4,3,6,10,4,1,1,1,1,6,1.0,5,3,5,1,864,0,1,0,2,1,3,3,0,15523,1,36.0,0,0,0,3,0.0,2,1,0,7,5,0,5,4,2,0,1,1,4,8,0,864.0,0,1972,1972,2009,848
848,1051,0,1,5,0,4,3,0.0,0.0,6,6,0.0,0.0,4,907.0,1,2,4,0,4,3,13,14,4,2,1,0,3,6,2.0,5,3,1,5,2358,0,1,4,0,1,3,0,0,45600,4,75.0,1,0,4,3,0.0,2,1,0,8,4,40,7,5,2,0,1,1,4,8,175,907.0,486,1908,1997,2008,849
849,761,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,528.0,1,1,4,0,2,2,9,10,4,5,1,1,2,6,2.0,5,2,5,1,1855,1,1,0,7,1,3,3,0,9600,2,80.0,3,0,8,3,360.0,1,1,0,7,24,100,6,5,2,0,1,3,4,8,0,528.0,113,1976,1994,2007,850
850,0,0,1,1,4,4,0,659.0,0.0,2,6,1.0,0.0,2,189.0,1,2,4,0,4,2,12,13,4,3,0,2,1,6,2.0,5,0,5,1,848,0,1,0,2,1,2,3,0,4435,4,36.0,3,0,11,4,170.0,1,1,0,10,5,0,4,5,2,0,1,1,4,8,0,848.0,140,2003,2003,2007,851
851,0,0,1,2,4,4,1,0.0,0.0,6,6,0.0,0.0,2,1273.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,0,5,1,1456,0,1,0,2,1,2,3,0,3196,4,43.0,3,0,11,3,40.0,1,1,0,4,0,20,4,7,2,0,1,1,4,8,0,1273.0,143,2003,2003,2006,852
852,728,0,1,4,0,4,3,364.0,0.0,5,6,0.0,0.0,4,554.0,1,2,4,0,2,3,8,8,2,2,2,1,2,6,1.0,5,3,5,5,1646,0,1,2,4,1,3,3,0,7128,4,53.0,3,0,7,3,0.0,2,1,0,7,6,0,4,6,2,0,1,1,4,8,126,918.0,0,1941,1950,2007,853
853,0,0,1,3,0,4,1,564.0,0.0,5,6,0.0,0.0,4,563.0,1,2,4,0,2,3,8,6,2,1,1,1,1,6,2.0,5,2,5,1,1445,1,1,4,7,1,3,3,0,12095,0,73.0,0,0,8,3,115.0,1,1,0,7,12,0,5,5,2,0,1,1,4,8,0,1127.0,180,1964,1964,2009,854
854,0,0,1,3,0,4,2,306.0,1085.0,0,5,1.0,0.0,4,372.0,1,2,4,0,4,3,13,10,4,2,1,1,1,6,2.0,5,3,5,1,1779,1,1,4,2,1,3,3,0,17920,4,102.0,3,0,0,3,0.0,2,1,0,6,19,418,3,4,2,0,1,3,0,8,312,1763.0,0,1955,1974,2006,855
855,0,0,1,3,0,4,3,659.0,0.0,0,6,1.0,0.0,4,381.0,1,2,4,0,2,3,6,6,4,3,0,1,1,6,1.0,5,3,5,5,1040,1,1,0,2,1,3,3,0,6897,0,71.0,0,0,0,3,0.0,2,1,0,3,19,104,7,4,2,0,1,1,4,8,0,1040.0,0,1962,2010,2010,856
856,0,0,1,3,0,1,1,505.0,435.0,2,3,1.0,0.0,2,0.0,1,2,4,34,4,3,9,6,2,3,0,1,1,6,2.0,1,3,5,5,1026,0,1,4,7,1,3,2,1,10970,4,70.0,0,0,8,3,0.0,2,1,0,9,5,0,5,5,2,0,1,1,4,8,0,940.0,0,1978,1978,2008,857
857,779,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,702.0,1,2,4,0,4,3,6,6,4,5,1,2,2,6,2.0,5,0,5,1,1481,1,1,2,5,1,3,3,0,8125,4,65.0,3,0,5,3,0.0,2,1,0,2,8,36,4,5,2,0,1,1,4,8,0,702.0,0,1994,1995,2009,858
858,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1090.0,1,2,4,0,4,3,6,6,2,5,1,1,2,6,2.0,5,2,5,1,1370,0,1,4,2,1,3,3,0,10400,4,80.0,3,0,0,3,189.0,1,1,0,5,14,0,4,6,2,0,1,1,3,8,0,1090.0,0,1976,1976,2009,859
859,1142,0,1,4,0,4,2,619.0,0.0,1,6,1.0,0.0,4,435.0,1,3,4,0,4,3,6,6,4,2,1,1,2,6,2.0,5,3,5,1,2654,1,1,4,5,1,2,3,0,11029,0,80.0,0,0,5,3,220.0,1,1,0,7,14,65,6,5,2,0,1,1,4,8,222,1054.0,0,1968,1984,2006,860
860,514,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,912.0,1,2,4,0,4,2,13,14,0,2,1,0,1,6,1.0,5,3,5,5,1426,1,1,2,0,1,2,3,0,7642,0,55.0,3,0,4,3,0.0,2,1,0,5,6,240,7,6,2,0,1,1,4,8,0,912.0,0,1918,1998,2007,861
861,0,0,1,3,1,4,2,841.0,0.0,1,6,1.0,0.0,4,198.0,1,2,4,0,4,3,9,6,4,3,0,2,1,6,2.0,5,3,5,1,1039,1,1,0,2,1,3,3,0,11625,4,75.0,3,0,14,3,0.0,2,1,0,3,19,0,3,4,2,0,1,3,4,8,0,1039.0,0,1965,1965,2010,862
862,0,0,1,3,0,4,3,338.0,0.0,2,6,0.0,0.0,2,702.0,1,2,4,0,4,3,6,10,0,3,0,2,2,6,2.0,5,3,5,1,1097,0,1,4,2,1,3,3,0,9672,0,81.0,3,0,0,3,0.0,2,1,0,4,20,0,4,5,2,0,1,3,4,8,0,1040.0,0,1984,1985,2010,863
863,0,0,1,3,0,4,3,1148.0,0.0,1,6,1.0,0.0,4,0.0,1,2,4,0,4,3,3,10,0,3,0,1,1,6,1.0,5,3,5,1,1148,0,1,4,2,1,3,3,0,7931,4,70.0,3,0,0,3,0.0,2,1,0,6,12,0,4,4,2,0,1,3,4,8,0,1148.0,0,1959,1959,2009,864
864,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,0,1372.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,0,5,1,1372,0,1,0,2,1,2,3,0,8640,4,72.0,3,0,0,1,0.0,2,1,0,4,21,140,4,6,2,0,1,1,5,6,0,1372.0,0,2007,2008,2008,865
865,0,0,1,3,0,4,3,828.0,0.0,1,6,1.0,0.0,4,174.0,1,2,4,0,4,3,8,8,2,3,0,1,1,6,2.0,5,3,5,5,1002,0,1,4,2,1,3,3,0,8750,4,73.0,0,0,0,3,76.0,1,1,0,7,12,0,5,4,2,0,1,1,4,8,0,1002.0,0,1970,1970,2009,866
866,0,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1638.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1646,0,1,0,2,1,2,1,0,10656,4,67.0,0,0,0,3,274.0,3,1,0,10,23,80,4,7,2,0,1,1,5,6,0,1638.0,192,2006,2007,2007,867
867,0,0,1,3,0,4,3,932.0,0.0,0,6,1.0,0.0,4,108.0,1,1,4,0,4,3,12,13,4,3,0,1,1,6,2.0,5,2,5,1,1120,1,1,4,2,1,1,3,0,6970,0,85.0,3,0,0,3,0.0,2,3,400,4,19,0,4,3,2,0,1,1,4,8,0,1040.0,168,1961,1961,2007,868
868,720,0,1,2,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,1,4,0,4,3,9,10,4,5,1,3,2,6,2.0,5,3,5,1,2320,0,1,2,5,1,3,3,0,14762,0,65.0,1,53,5,3,0.0,2,1,0,4,8,144,5,4,1,0,1,1,4,8,0,0.0,120,1948,1950,2006,869
869,887,0,1,3,0,4,3,750.0,0.0,2,6,1.0,0.0,2,300.0,1,2,4,0,4,2,8,8,0,5,1,2,2,6,2.0,5,0,5,1,1949,1,1,0,5,1,2,3,0,9938,4,80.0,3,0,5,3,246.0,1,1,0,5,20,90,4,6,2,0,1,1,4,8,0,1050.0,156,1993,1994,2010,870
870,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,894.0,0,4,4,0,4,3,8,8,4,3,0,1,1,6,1.0,5,3,5,5,894,0,1,2,2,1,3,3,0,6600,4,60.0,3,0,0,3,0.0,2,1,0,7,12,0,4,4,2,0,1,3,4,8,0,894.0,0,1962,1962,2009,871
871,878,0,1,3,0,4,3,505.0,0.0,2,6,0.0,0.0,2,299.0,1,2,4,0,4,3,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1682,1,1,0,5,1,2,3,0,8750,4,70.0,3,0,5,3,116.0,1,1,0,5,5,77,4,5,2,0,1,1,4,8,0,804.0,0,1998,1998,2010,872
872,0,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,4,105.0,1,2,4,150,4,2,14,15,1,3,0,4,1,6,2.0,5,3,5,1,910,0,1,2,2,1,2,3,0,8892,0,74.0,3,0,0,3,0.0,2,1,0,9,12,0,6,4,2,0,1,1,4,8,0,105.0,196,1953,1996,2008,873
873,0,0,1,3,0,4,3,375.0,0.0,5,6,0.0,0.0,4,457.0,1,2,4,0,4,2,6,6,4,2,1,1,1,6,1.0,5,3,5,1,1268,0,1,2,2,1,3,3,0,12144,4,60.0,3,232,2,3,0.0,2,2,0,8,12,28,6,4,2,0,1,1,4,8,0,832.0,0,1949,1950,2009,874
874,455,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,676.0,1,0,4,0,4,3,13,14,4,3,0,1,1,6,1.0,5,3,5,5,1131,1,1,0,0,1,3,3,0,5720,4,52.0,3,0,4,4,0.0,2,1,0,7,17,0,5,4,2,0,1,1,0,8,0,676.0,26,1941,1950,2009,875
875,1426,0,1,4,0,4,0,64.0,0.0,2,6,0.0,0.0,2,1120.0,1,2,4,0,4,2,5,5,4,2,1,2,2,6,2.0,5,0,5,3,2610,1,1,0,5,1,0,3,0,9000,4,75.0,3,0,5,1,0.0,2,1,0,7,21,364,4,7,2,0,1,1,5,6,0,1184.0,208,2007,2007,2007,876
876,0,0,1,3,0,4,1,633.0,0.0,0,6,1.0,0.0,4,431.0,1,2,4,0,4,3,6,10,4,3,0,2,1,6,2.0,5,3,5,1,1040,0,1,2,2,1,3,1,1,25286,4,94.0,3,0,0,3,0.0,2,1,0,0,11,0,4,3,2,0,1,1,4,8,0,1064.0,0,1963,1963,2007,877
877,762,0,1,4,0,4,3,1170.0,0.0,2,6,1.0,0.0,0,292.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,1,2224,1,1,0,5,1,0,3,0,8834,4,74.0,3,0,5,3,216.0,3,1,0,5,16,0,4,8,2,0,1,3,4,8,0,1462.0,184,2004,2005,2009,878
878,0,0,1,3,0,4,0,899.0,0.0,0,6,1.0,0.0,4,210.0,1,2,4,0,4,3,6,6,2,3,0,1,1,3,2.0,5,3,5,5,1155,0,1,4,6,1,2,3,0,11782,4,88.0,0,0,9,3,0.0,2,3,400,5,19,0,6,4,2,0,1,1,4,8,0,1109.0,192,1961,1995,2010,879
879,0,0,1,3,0,4,3,646.0,0.0,0,6,1.0,0.0,4,218.0,1,2,4,0,2,2,12,13,1,3,0,1,1,6,1.0,5,3,5,1,864,0,1,0,2,1,3,3,0,7000,1,70.0,0,0,0,3,90.0,1,1,0,6,5,0,7,4,2,0,1,1,4,8,0,864.0,0,1978,2005,2009,880
880,0,0,1,2,0,1,3,980.0,0.0,0,6,1.0,0.0,0,110.0,1,2,4,0,4,3,12,13,4,3,0,2,1,6,2.0,5,0,5,1,1090,1,1,2,2,1,3,3,0,7024,4,60.0,3,0,0,3,0.0,2,1,0,5,7,49,4,4,2,0,1,1,4,8,0,1090.0,0,2005,2006,2007,881
881,530,0,1,3,0,4,2,902.0,0.0,3,6,0.0,0.0,2,254.0,1,2,4,0,2,2,6,6,4,5,1,1,2,6,2.0,5,2,5,1,1717,1,1,0,0,1,2,3,0,13758,1,44.0,0,0,4,3,117.0,1,1,0,3,23,36,4,6,2,0,1,1,4,8,0,1156.0,168,1990,1991,2007,882
882,785,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,808.0,1,2,4,0,4,3,12,13,2,5,1,2,2,6,2.0,5,2,5,3,1593,1,1,2,5,1,3,3,0,9636,0,65.0,0,0,5,3,0.0,2,1,0,11,8,40,4,5,2,0,1,1,4,8,0,808.0,342,1992,1993,2009,883
